2008-02-26,28
2008-02-27,27
2008-02-28,28
2008-02-29,25
2008-03-01,11
2008-03-02,30
2008-03-03,25
2008-03-04,26
2008-03-05,37
2008-03-06,37
2008-03-07,25
2008-03-08,16
2008-03-09,15
2008-03-10,21
2008-03-11,30
2008-03-12,17
2008-03-13,22
2008-03-14,25
2008-03-15,24
2008-03-16,19
2008-03-17,25
2008-03-18,21
2008-03-19,22
2008-03-20,34
2008-03-21,20
2008-03-22,20
2008-03-23,24
2008-03-24,23
2008-03-25,23
2008-03-26,24
2008-03-27,25
2008-03-28,27
2008-03-29,25
2008-03-30,22
2008-03-31,23
2008-04-01,25
2008-04-02,23
2008-04-03,29
2008-04-04,26
2008-04-05,11
2008-04-06,21
2008-04-07,26
2008-04-08,28
2008-04-09,23
2008-04-10,22
2008-04-11,25
2008-04-12,21
2008-04-13,17
2008-04-14,34
2008-04-15,24
2008-04-16,22
2008-04-17,24
2008-04-18,27
2008-04-19,27
2008-04-20,25
2008-04-21,18
2008-04-22,29
2008-04-23,32
2008-04-24,30
2008-04-25,26
2008-04-26,20
2008-04-27,13
2008-04-28,24
2008-04-29,21
2008-04-30,25
2008-05-01,14
2008-05-02,30
2008-05-03,16
2008-05-04,31
2008-05-05,26
2008-05-06,14
2008-05-07,24
2008-05-08,23
2008-05-09,15
2008-05-10,27
2008-05-11,18
2008-05-12,22
2008-05-13,28
2008-05-14,23
2008-05-15,19
2008-05-16,24
2008-05-17,19
2008-05-18,19
2008-05-19,28
2008-05-20,26
2008-05-21,28
2008-05-22,17
2008-05-23,26
2008-05-24,17
2008-05-25,20
2008-05-26,21
2008-05-27,30
2008-05-28,25
2008-05-29,15
2008-05-30,19
2008-05-31,33
2008-06-01,17
2008-06-02,31
2008-06-03,35
2008-06-04,30
2008-06-05,27
2008-06-06,31
2008-06-07,29
2008-06-08,16
2008-06-09,27
2008-06-10,26
2008-06-11,31
2008-06-12,24
2008-06-13,18
2008-06-14,25
2008-06-15,20
2008-06-16,40
2008-06-17,29
2008-06-18,18
2008-06-19,30
2008-06-20,37
2008-06-21,15
2008-06-22,25
2008-06-23,37
2008-06-24,42
2008-06-25,31
2008-06-26,35
2008-06-27,20
2008-06-28,17
2008-06-29,26
2008-06-30,33
2008-07-01,22
2008-07-02,29
2008-07-03,41
2008-07-04,31
2008-07-05,25
2008-07-06,16
2008-07-07,42
2008-07-08,22
2008-07-09,27
2008-07-10,19
2008-07-11,26
2008-07-12,16
2008-07-13,12
2008-07-14,42
2008-07-15,27
2008-07-16,24
2008-07-17,31
2008-07-18,30
2008-07-19,27
2008-07-20,33
2008-07-21,42
2008-07-22,31
2008-07-23,34
2008-07-24,29
2008-07-25,33
2008-07-26,20
2008-07-27,25
2008-07-28,51
2008-07-29,46
2008-07-30,33
2008-07-31,45
2008-08-01,29
2008-08-02,27
2008-08-03,26
2008-08-04,32
2008-08-05,59
2008-08-06,42
2008-08-07,40
2008-08-08,19
2008-08-09,18
2008-08-10,33
2008-08-11,33
2008-08-12,41
2008-08-13,36
2008-08-14,47
2008-08-15,46
2008-08-16,31
2008-08-17,22
2008-08-18,50
2008-08-19,48
2008-08-20,55
2008-08-21,46
2008-08-22,24
2008-08-23,35
2008-08-24,29
2008-08-25,34
2008-08-26,43
2008-08-27,42
2008-08-28,50
2008-08-29,35
2008-08-30,26
2008-08-31,31
2008-09-01,46
2008-09-02,44
2008-09-03,37
2008-09-04,41
2008-09-05,23
2008-09-06,16
2008-09-07,24
2008-09-08,42
2008-09-09,44
2008-09-10,25
2008-09-11,27
2008-09-12,21
2008-09-13,13
2008-09-14,11
2008-09-15,33
2008-09-16,34
2008-09-17,32
2008-09-18,29
2008-09-19,30
2008-09-20,23
2008-09-21,12
2008-09-22,28
2008-09-23,37
2008-09-24,26
2008-09-25,19
2008-09-26,38
2008-09-27,20
2008-09-28,18
2008-09-29,24
2008-09-30,20
2008-10-01,31
2008-10-02,23
2008-10-03,22
2008-10-04,26
2008-10-05,20
2008-10-06,23
2008-10-07,23
2008-10-08,40
2008-10-09,19
2008-10-10,28
2008-10-11,12
2008-10-12,20
2008-10-13,16
2008-10-14,25
2008-10-15,33
2008-10-16,25
2008-10-17,35
2008-10-18,17
2008-10-19,15
2008-10-20,30
2008-10-21,27
2008-10-22,20
2008-10-23,22
2008-10-24,28
2008-10-25,12
2008-10-26,26
2008-10-27,27
2008-10-28,38
2008-10-29,26
2008-10-30,33
2008-10-31,20
2008-11-01,39
2008-11-02,19
2008-11-03,21
2008-11-04,21
2008-11-05,30
2008-11-06,33
2008-11-07,21
2008-11-08,15
2008-11-09,28
2008-11-10,20
2008-11-11,28
2008-11-12,26
2008-11-13,31
2008-11-14,23
2008-11-15,7
2008-11-16,41
2008-11-17,27
2008-11-18,20
2008-11-19,22
2008-11-20,19
2008-11-21,31
2008-11-22,18
2008-11-23,25
2008-11-24,21
2008-11-25,31
2008-11-26,26
2008-11-27,21
2008-11-28,28
2008-11-29,17
2008-11-30,19
2008-12-01,32
2008-12-02,24
2008-12-03,29
2008-12-04,16
2008-12-05,20
2008-12-06,27
2008-12-07,11
2008-12-08,30
2008-12-09,49
2008-12-10,34
2008-12-11,29
2008-12-12,20
2008-12-13,16
2008-12-14,17
2008-12-15,48
2008-12-16,32
2008-12-17,30
2008-12-18,37
2008-12-19,43
2008-12-20,25
2008-12-21,25
2008-12-22,32
2008-12-23,26
2008-12-24,35
2008-12-25,24
2008-12-26,25
2008-12-27,17
2008-12-28,28
2008-12-29,31
2008-12-30,24
2008-12-31,20
2009-01-01,20
2009-01-02,31
2009-01-03,29
2009-01-04,30
2009-01-05,27
2009-01-06,34
2009-01-07,17
2009-01-08,42
2009-01-09,16
2009-01-10,46
2009-01-11,29
2009-01-12,32
2009-01-13,31
2009-01-14,49
2009-01-15,32
2009-01-16,28
2009-01-17,33
2009-01-18,20
2009-01-19,34
2009-01-20,33
2009-01-21,39
2009-01-22,30
2009-01-23,37
2009-01-24,20
2009-01-25,22
2009-01-26,33
2009-01-27,40
2009-01-28,69
2009-01-29,43
2009-01-30,30
2009-01-31,25
2009-02-01,27
2009-02-02,40
2009-02-03,36
2009-02-04,30
2009-02-05,28
2009-02-06,34
2009-02-07,31
2009-02-08,24
2009-02-09,32
2009-02-10,37
2009-02-11,36
2009-02-12,39
2009-02-13,30
2009-02-14,25
2009-02-15,30
2009-02-16,46
2009-02-17,42
2009-02-18,44
2009-02-19,45
2009-02-20,40
2009-02-21,29
